gameid,top_blue,jng_blue,mid_blue,bot_blue,sup_blue,top_red,jng_red,mid_red,bot_red,sup_red,result
LOLTMNT06_163424,Ambessa,Dr. Mundo,Ryze,Varus,Rakan,Aatrox,Malphite,Azir,Jhin,Alistar,1
LOLTMNT06_164458,Aurora,Vi,Cassiopeia,Varus,Neeko,Rumble,Ambessa,Azir,Sivir,Nautilus,1
LOLTMNT06_164476,Vi,Dr. Mundo,Orianna,Yunara,Bard,Gnar,Wukong,Azir,Aphelios,Lulu,0
LOLTMNT06_164483,K'Sante,Jayce,Orianna,Ezreal,Nautilus,Ambessa,Vi,Aurelion Sol,Corki,Bard,1
LOLTMNT03_338312,K'Sante,Vi,Taliyah,Kai'Sa,Neeko,Sion,Xin Zhao,Sylas,Lucian,Bard,1
LOLTMNT03_339186,Ornn,Ambessa,Orianna,Yunara,Lulu,Rumble,Wukong,Azir,Aphelios,Blitzcrank,1
13074-13074_game_1,Sion,Jarvan IV,Azir,Corki,Bard,Ambessa,Nocturne,Orianna,Yunara,Alistar,1
13074-13074_game_2,Rek'Sai,Qiyana,Ryze,Miss Fortune,Rell,Renekton,Vi,Syndra,Lucian,Braum,1
LOLTMNT03_339212,Yasuo,Xin Zhao,Diana,Yunara,Alistar,Gnar,Nocturne,Orianna,Corki,Bard,0
LOLTMNT03_339218,Rek'Sai,Pantheon,Aurora,Kai'Sa,Neeko,K'Sante,Vi,Taliyah,Aphelios,Lulu,1
13075-13075_game_1,K'Sante,Xin Zhao,Orianna,Yunara,Bard,Rumble,Vi,Yone,Corki,Neeko,1
13075-13075_game_2,Sion,Nocturne,Akali,Miss Fortune,Alistar,Zaahen,Qiyana,Syndra,Jhin,Nautilus,1
LOLTMNT04_147315,K'Sante,Dr. Mundo,Ryze,Xayah,Rakan,Gnar,Malphite,Azir,Kai'Sa,Alistar,1
LOLTMNT04_148327,Sion,Jayce,LeBlanc,Ezreal,Leona,Gwen,Jarvan IV,Galio,Varus,Neeko,1
LOLTMNT05_171218,K'Sante,Zaahen,Azir,Ezreal,Nautilus,Gnar,Aatrox,Ekko,Caitlyn,Bard,0
LOLTMNT06_163456,Ambessa,Xin Zhao,Orianna,Miss Fortune,Neeko,Kennen,Pantheon,Ryze,Yunara,Nautilus,1
LOLTMNT04_148328,Sion,Qiyana,Azir,Corki,Nautilus,Shen,Ambessa,Ryze,Yunara,Rell,1
LOLTMNT05_172198,K'Sante,Ambessa,Syndra,Smolder,Neeko,Rumble,Xin Zhao,Ryze,Yunara,Nautilus,0
LOLTMNT04_147318,K'Sante,Dr. Mundo,Viktor,Varus,Pyke,Gnar,Vi,Mel,Jhin,Karma,0
LOLTMNT06_163462,Zaahen,Jayce,Galio,Kai'Sa,Rell,Jax,Vi,Ahri,Smolder,Bard,1
LOLTMNT05_171227,Sion,Viego,Ryze,Mel,Pyke,K'Sante,Jayce,Anivia,Yunara,Alistar,1
LOLTMNT01_323365,K'Sante,Xin Zhao,Azir,Yunara,Karma,Jax,Sejuani,Viktor,Caitlyn,Nautilus,1
LOLTMNT06_163474,Aatrox,Ambessa,Ryze,Sivir,Nautilus,Renekton,Pantheon,Azir,Varus,Alistar,0
LOLTMNT05_171228,K'Sante,Aatrox,Orianna,Smolder,Leona,Rek'Sai,Jarvan IV,Galio,Yunara,Braum,0
LOLTMNT01_323370,Renekton,Jarvan IV,Ryze,Aphelios,Thresh,Aatrox,Wukong,Syndra,Tristana,Leona,1
LOLTMNT01_322372,Renekton,Xin Zhao,Azir,Corki,Leona,Ornn,Wukong,LeBlanc,Aphelios,Nautilus,1
LOLTMNT06_163477,K'Sante,Dr. Mundo,Mel,Yunara,Rell,Gwen,Vi,Ahri,Kai'Sa,Rakan,0
LOLTMNT05_172202,Cho'Gath,Ambessa,Ahri,Aphelios,Leona,K'Sante,Wukong,Taliyah,Yunara,Rakan,0
LOLTMNT01_323374,Rumble,Jarvan IV,Ryze,Varus,Amumu,Sion,Sylas,Syndra,Yunara,Rell,0
LOLTMNT01_322377,Gwen,Ambessa,Viktor,Sivir,Karma,Aatrox,Viego,Mel,Jhin,Neeko,0
LOLTMNT03_338494,K'Sante,Jarvan IV,Ryze,Sivir,Bard,Rumble,Pantheon,Taliyah,Ezreal,Neeko,1
LOLTMNT03_339373,Gwen,Qiyana,Zoe,Varus,Nautilus,Ambessa,Nocturne,Aurora,Yunara,Leona,0
13076-13076_game_1,Rumble,Xin Zhao,Ryze,Corki,Nami,Ambessa,Jarvan IV,Anivia,Caitlyn,Karma,1
LOLTMNT03_338498,Zaahen,Vi,Twisted Fate,Lucian,Nami,Gnar,Jayce,Akali,Kalista,Renata Glasc,1
13076-13076_game_2,Renekton,Pantheon,Aurora,Ziggs,Leona,Jax,Vi,Ahri,Aphelios,Rell,0
13076-13076_game_3,Sion,Wukong,Akali,Varus,Lulu,Zaahen,Dr. Mundo,Orianna,Miss Fortune,Renata Glasc,1
LOLTMNT03_338517,Rek'Sai,Xin Zhao,Azir,Yunara,Alistar,Renekton,Nocturne,Orianna,Corki,Braum,0
LOLTMNT03_338532,Gnar,Pantheon,Taliyah,Sivir,Leona,Kennen,Lee Sin,Ryze,Aphelios,Neeko,0
13077-13077_game_1,Ambessa,Pantheon,Ahri,Miss Fortune,Poppy,Rumble,Vi,Taliyah,Sivir,Rell,1
LOLTMNT03_338544,K'Sante,Jayce,Zoe,Kalista,Renata Glasc,Gwen,Jarvan IV,Aurora,Lucian,Nami,1
13077-13077_game_2,Renekton,Trundle,Azir,Jhin,Nautilus,K'Sante,Wukong,LeBlanc,Corki,Alistar,0
13077-13077_game_3,Sion,Nocturne,Anivia,Yunara,Lulu,Yorick,Dr. Mundo,Ryze,Kai'Sa,Neeko,1
LOLTMNT04_147325,Sion,Naafiri,Ryze,Smolder,Alistar,Ambessa,Wukong,Azir,Aphelios,Rell,0
LOLTMNT04_148343,Aatrox,Jarvan IV,Taliyah,Jhin,Nautilus,Renekton,Malphite,Viktor,Caitlyn,Leona,0
LOLTMNT06_164519,Ambessa,Jayce,Akali,Ezreal,Neeko,Udyr,Wukong,Orianna,Yunara,Nautilus,0
LOLTMNT05_171236,Sion,Jarvan IV,Ahri,Yunara,Neeko,Aatrox,Taliyah,Tristana,Varus,Nautilus,0
LOLTMNT03_338560,Kennen,Xin Zhao,Orianna,Yunara,Nautilus,Renekton,Jarvan IV,Taliyah,Aphelios,Tahm Kench,1
LOLTMNT03_339476,Gragas,Ambessa,Akali,Kai'Sa,Rell,Zaahen,Malphite,Vex,Corki,Rakan,0
LOLTMNT05_172217,Rumble,Pantheon,Azir,Aphelios,Lulu,K'Sante,Wukong,Orianna,Jinx,Karma,0
LOLTMNT06_164530,Sion,Jayce,Syndra,Yunara,Karma,Cho'Gath,Wukong,Orianna,Smolder,Neeko,1
LOLTMNT04_147334,Cho'Gath,Lillia,Yone,Ashe,Braum,Camille,Dr. Mundo,Ahri,Corki,Pyke,0
LOLTMNT04_148350,Zaahen,Wukong,Orianna,Aphelios,Lulu,Camille,Cho'Gath,Viktor,Yunara,Nautilus,1
LOLTMNT06_163497,K'Sante,Xin Zhao,Mel,Kai'Sa,Rakan,Rumble,Trundle,Galio,Corki,Leona,0
LOLTMNT05_172225,Aatrox,Dr. Mundo,Orianna,Xayah,Rakan,Ambessa,Nocturne,Azir,Aphelios,Lulu,1
LOLTMNT06_163502,Jax,Poppy,Ahri,Smolder,Rell,Cho'Gath,Jarvan IV,Zoe,Caitlyn,Braum,1
LOLTMNT06_164537,Sion,Rek'Sai,Azir,Yunara,Neeko,Ambessa,Nocturne,Akali,Lux,Karma,1
LOLTMNT04_147346,Dr. Mundo,Zac,Syndra,Yunara,Lulu,Aatrox,Wukong,Orianna,Corki,Pyke,0
LOLTMNT03_338569,Ambessa,Sejuani,Viktor,Aphelios,Braum,K'Sante,Dr. Mundo,Aurelion Sol,Yunara,Alistar,0
LOLTMNT04_147348,Ornn,Malphite,Ryze,Caitlyn,Karma,Olaf,Dr. Mundo,Orianna,Jhin,Nautilus,0
LOLTMNT06_164546,Renekton,Vi,Ryze,Yunara,Braum,Darius,Gwen,Syndra,Kai'Sa,Rell,1
LOLTMNT04_147352,Rumble,Wukong,Sylas,Sivir,Bard,Aurora,Vi,Ryze,Corki,Alistar,0
LOLTMNT06_164547,Aatrox,Malphite,Ryze,Yunara,Rell,Gwen,Wukong,Azir,Aphelios,Nautilus,0
LOLTMNT03_338573,Renekton,Naafiri,Taliyah,Kai'Sa,Rell,Malphite,Jarvan IV,Orianna,Varus,Leona,1
LOLTMNT04_147353,Zaahen,Xin Zhao,Azir,Varus,Rell,Shen,Jarvan IV,Taliyah,Tristana,Rakan,1
LOLTMNT05_171238,Rumble,Trundle,Azir,Sivir,Lulu,K'Sante,Xin Zhao,Taliyah,Caitlyn,Bard,0
LOLTMNT06_163515,Yorick,Dr. Mundo,Syndra,Corki,Alistar,Ambessa,Wukong,Ryze,Ziggs,Rell,1
LOLTMNT06_164553,Olaf,Jayce,Aurora,Sivir,Braum,Gnar,Vi,Taliyah,Varus,Alistar,1
LOLTMNT04_148357,Sion,Xin Zhao,Ryze,Corki,Nautilus,K'Sante,Pantheon,Taliyah,Sivir,Rell,0
LOLTMNT05_172226,Renekton,Xin Zhao,Ryze,Yunara,Lulu,Gnar,Vi,Taliyah,Kai'Sa,Alistar,1
LOLTMNT06_164556,Zaahen,Nocturne,Akali,Yunara,Neeko,K'Sante,Vi,Ryze,Miss Fortune,Nautilus,1
LOLTMNT04_148363,Ambessa,Wukong,Ryze,Yunara,Nautilus,Aatrox,Jarvan IV,Syndra,Jhin,Rell,0
LOLTMNT03_338635,K'Sante,Xin Zhao,Azir,Varus,Rakan,Vayne,Jarvan IV,Syndra,Jhin,Alistar,0
LOLTMNT03_339537,Akali,Aatrox,Azir,Yunara,Alistar,Gnar,Nocturne,Orianna,Varus,Leona,0
LOLTMNT03_338636,K'Sante,Pantheon,Taliyah,Aphelios,Thresh,Rumble,Jarvan IV,Ryze,Jhin,Alistar,1
LOLTMNT03_339547,K'Sante,Qiyana,Taliyah,Corki,Nautilus,Renekton,Jarvan IV,Ryze,Lucian,Braum,1
LOLTMNT03_338642,Rek'Sai,Nocturne,Galio,Corki,Neeko,Zaahen,Ambessa,Akali,Kai'Sa,Nautilus,1
LOLTMNT03_339549,Sion,Malphite,Taliyah,Kai'Sa,Rell,Gwen,Trundle,Ryze,Yunara,Braum,0
LOLTMNT03_339555,Zaahen,Pantheon,Orianna,Jinx,Thresh,Gangplank,Nocturne,Akali,Aphelios,Milio,0
LOLTMNT03_339556,Kennen,Wukong,Ahri,Varus,Leona,Yorick,Xin Zhao,Aurora,Sivir,Rakan,0
13078-13078_game_1,Rumble,Wukong,Taliyah,Aphelios,Nautilus,K'Sante,Jarvan IV,Zoe,Yunara,Braum,0
LOLTMNT03_339583,Gnar,Jarvan IV,Azir,Varus,Rakan,Renekton,Nocturne,Orianna,Jhin,Pantheon,1
13078-13078_game_2,Rek'Sai,Trundle,Azir,Miss Fortune,Leona,Sion,Nocturne,Ryze,Corki,Rakan,0
LOLTMNT03_339592,Zaahen,Aatrox,Aurora,Yunara,Poppy,Ambessa,Xin Zhao,Taliyah,Corki,Elise,0
13079-13079_game_1,Ornn,Jarvan IV,Azir,Yunara,Alistar,Renekton,Wukong,Taliyah,Varus,Rell,1
LOLTMNT03_339605,K'Sante,Wukong,Ryze,Lucian,Braum,Gwen,Vi,Akali,Sivir,Alistar,0
13079-13079_game_2,Zaahen,Xin Zhao,Malzahar,Kai'Sa,Neeko,Ambessa,Qiyana,Ryze,Jhin,Nautilus,1
LOLTMNT03_339627,Renekton,Jarvan IV,Azir,Corki,Nami,K'Sante,Pantheon,Akali,Yunara,Lulu,1
13080-13080_game_1,Yorick,Dr. Mundo,Ryze,Varus,Braum,Rumble,Jarvan IV,Taliyah,Miss Fortune,Bard,1
13080-13080_game_2,Renekton,Trundle,Mel,Aphelios,Nautilus,Gnar,Malphite,Aurora,Jinx,Thresh,0
LOLTMNT03_340003,Gwen,Xin Zhao,Ryze,Jhin,Rakan,Ambessa,Qiyana,Orianna,Ezreal,Leona,1
13080-13080_game_3,Rek'Sai,Xin Zhao,Syndra,Yunara,Rakan,Sion,Qiyana,Azir,Sivir,Lulu,0
LOLTMNT06_166007,Rumble,Wukong,Orianna,Kai'Sa,Nautilus,Udyr,Malphite,Zoe,Yunara,Braum,0
LOLTMNT05_173006,K'Sante,Aatrox,Ryze,Sivir,Bard,Sion,Wukong,Taliyah,Corki,Rakan,1
LOLTMNT03_340037,Sion,Pantheon,Ryze,Kai'Sa,Nautilus,Rumble,Jarvan IV,Azir,Corki,Braum,0
LOLTMNT02_343021,Ornn,Wukong,Ryze,Sivir,Karma,Gnar,Lee Sin,Galio,Varus,Neeko,0
LOLTMNT05_173013,Ornn,Ambessa,Sylas,Sivir,Pyke,Zaahen,Jarvan IV,Azir,Varus,Rell,1
LOLTMNT06_165020,Sion,Jax,LeBlanc,Sivir,Rell,Gnar,Jarvan IV,Galio,Varus,Lulu,0
LOLTMNT02_344020,Sion,Ambessa,Orianna,Yunara,Rakan,Renekton,Rek'Sai,Ryze,Kai'Sa,Alistar,0
LOLTMNT03_340045,Renekton,Trundle,Taliyah,Yunara,Rell,Olaf,Xin Zhao,Galio,Varus,Alistar,1
LOLTMNT05_173017,Yone,Lee Sin,Ryze,Varus,Nautilus,Sion,Vi,Taliyah,Ezreal,Leona,0
LOLTMNT06_166014,Renekton,Malphite,Taliyah,Varus,Alistar,Aatrox,Jarvan IV,Ryze,Jhin,Neeko,1
LOLTMNT04_148375,K'Sante,Cho'Gath,Azir,Tristana,Lulu,Ambessa,Jayce,Ryze,Ezreal,Leona,0
LOLTMNT06_165024,K'Sante,Xin Zhao,Akali,Lucian,Bard,Poppy,Pantheon,Ryze,Tristana,Leona,1
LOLTMNT05_173020,Ornn,Vi,Taliyah,Yunara,Bard,Gwen,Jarvan IV,Azir,Caitlyn,Neeko,0
LOLTMNT05_174014,Aurora,Dr. Mundo,Galio,Corki,Leona,Yone,Nocturne,Orianna,Sivir,Nautilus,0
LOLTMNT02_344034,Zaahen,Ambessa,Syndra,Kai'Sa,Rakan,Gwen,Wukong,Orianna,Yunara,Lulu,1
LOLTMNT03_340048,Sion,Lee Sin,Ryze,Sivir,Bard,Zaahen,Xin Zhao,Anivia,Corki,Leona,1
LOLTMNT02_344044,Sion,Xin Zhao,Viktor,Corki,Braum,Ambessa,Dr. Mundo,Sylas,Yunara,Lulu,1
LOLTMNT06_165030,K'Sante,Jayce,Akali,Yunara,Nautilus,Rumble,Naafiri,Orianna,Tristana,Rell,1
LOLTMNT05_174020,Malphite,Nocturne,Orianna,Corki,Neeko,Jax,Vi,LeBlanc,Varus,Nautilus,1
LOLTMNT05_174022,Rumble,Jarvan IV,Yone,Varus,Nautilus,Ryze,Malphite,Yasuo,Corki,Alistar,0
LOLTMNT02_343034,Renekton,Xin Zhao,Orianna,Sivir,Nautilus,Jax,Naafiri,Akali,Varus,Rell,0
LOLTMNT03_341047,Akali,Nocturne,Syndra,Caitlyn,Alistar,Kled,Wukong,Galio,Yunara,Nautilus,0
LOLTMNT02_343036,Dr. Mundo,Pantheon,Orianna,Corki,Rakan,K'Sante,Jarvan IV,Ryze,Varus,Seraphine,0
LOLTMNT06_166032,Jax,Wukong,Galio,Varus,Nautilus,Kennen,Nocturne,Orianna,Sivir,Rell,0
LOLTMNT05_173040,Aatrox,Wukong,Taliyah,Yunara,Alistar,K'Sante,Pantheon,Azir,Varus,Braum,0
LOLTMNT06_166033,Rumble,Wukong,Azir,Corki,Rakan,Ornn,Qiyana,Syndra,Yunara,Alistar,0
LOLTMNT02_343037,Aatrox,Gwen,Syndra,Sivir,Rell,Zaahen,Malphite,Galio,Kai'Sa,Alistar,0
LOLTMNT05_174032,Jax,Wukong,Orianna,Corki,Nami,Poppy,Xin Zhao,Azir,Ezreal,Braum,0
LOLTMNT05_173046,Renekton,Jayce,Azir,Ezreal,Bard,Mordekaiser,Xin Zhao,Ahri,Ashe,Neeko,1
LOLTMNT02_343039,Sion,Skarner,Syndra,Yunara,Alistar,Aatrox,Sejuani,Viktor,Aphelios,Lulu,0
LOLTMNT06_166042,K'Sante,Sejuani,Azir,Yunara,Braum,Gwen,Vi,Taliyah,Kai'Sa,Alistar,0
LOLTMNT05_173052,Gragas,Vi,Ryze,Jhin,Nautilus,Rumble,Wukong,Azir,Tristana,Bard,1
LOLTMNT06_166043,Sion,Jarvan IV,Hwei,Jhin,Bard,Mordekaiser,Jayce,Ryze,Caitlyn,Neeko,0
LOLTMNT06_166051,Ambessa,Xin Zhao,LeBlanc,Aphelios,Thresh,Aatrox,Jarvan IV,Syndra,Corki,Leona,1
LOLTMNT06_166052,K'Sante,Xin Zhao,Kog'Maw,Varus,Alistar,Sion,Jarvan IV,Ryze,Yunara,Braum,0
LOLTMNT05_174037,Kennen,Poppy,Swain,Corki,Braum,Ambessa,Wukong,Ryze,Yunara,Lulu,0
LOLTMNT05_173062,Ambessa,Jax,Zilean,Tristana,Nautilus,Volibear,Xin Zhao,Ryze,Yunara,Rell,0
LOLTMNT03_340105,K'Sante,Xin Zhao,Azir,Kai'Sa,Poppy,Vayne,Jarvan IV,Orianna,Yunara,Bard,1
LOLTMNT03_341106,Ambessa,Jarvan IV,Azir,Varus,Leona,Sion,Xin Zhao,Orianna,Yunara,Alistar,0
LOLTMNT03_341109,Gwen,Lee Sin,Ryze,Aphelios,Nautilus,K'Sante,Wukong,Ahri,Zeri,Lulu,1
LOLTMNT03_341110,Ryze,Pantheon,Yone,Zeri,Alistar,Rumble,Wukong,Taliyah,Lucian,Braum,1
LOLTMNT02_344078,K'Sante,Xin Zhao,Orianna,Varus,Alistar,Rumble,Pantheon,Azir,Lucian,Nami,0
13081-13081_game_1,K'Sante,Wukong,Ryze,Varus,Rell,Rumble,Jarvan IV,Taliyah,Yunara,Lulu,0
LOLTMNT02_343066,Rek'Sai,Wukong,Taliyah,Kai'Sa,Neeko,Renekton,Qiyana,Ryze,Miss Fortune,Rell,1
LOLTMNT03_341143,Gnar,Vi,Ryze,Ezreal,Lissandra,Renekton,Wukong,Taliyah,Varus,Rakan,1
13081-13081_game_2,Ambessa,Nocturne,Syndra,Draven,Nautilus,Sion,Qiyana,Azir,Kai'Sa,Neeko,1
LOLTMNT02_343084,K'Sante,Qiyana,Orianna,Ziggs,Alistar,Rumble,Jarvan IV,Azir,Varus,Leona,0
LOLTMNT03_341150,Zaahen,Dr. Mundo,Azir,Aphelios,Lulu,Rek'Sai,Sejuani,Akali,Yunara,Neeko,1
13081-13081_game_3,Udyr,Vi,Ahri,Miss Fortune,Bard,Zaahen,Xin Zhao,Sylas,Ashe,Seraphine,0
LOLTMNT02_343085,Aatrox,Malphite,Ryze,Kai'Sa,Nidalee,Zaahen,Dr. Mundo,Taliyah,Yunara,Bard,1
13082-13082_game_1,Ambessa,Jarvan IV,Orianna,Miss Fortune,Alistar,Zaahen,Xin Zhao,Azir,Yunara,Rell,1
LOLTMNT03_340138,Gnar,Vi,Ryze,Kai'Sa,Neeko,Renekton,Jayce,Taliyah,Yunara,Alistar,1
LOLTMNT02_344092,Gnar,Wukong,Ahri,Miss Fortune,Nautilus,Vayne,Zyra,Sion,Corki,Taric,0
13082-13082_game_2,Gwen,Vi,Taliyah,Corki,Nami,Sion,Wukong,Akali,Kai'Sa,Neeko,0
LOLTMNT03_340145,Gwen,Pantheon,Akali,Corki,Poppy,Zaahen,Jarvan IV,Aurora,Kalista,Renata Glasc,0
13082-13082_game_3,Gnar,Pantheon,Syndra,Sivir,Leona,K'Sante,Nocturne,Ryze,Varus,Nautilus,1
LOLTMNT03_341173,Sion,Xin Zhao,Azir,Caitlyn,Braum,K'Sante,Jax,Orianna,Jhin,Bard,0
13083-13083_game_1,Renekton,Dr. Mundo,Syndra,Yunara,Blitzcrank,Gnar,Malphite,Ryze,Aphelios,Thresh,0
13083-13083_game_2,Ambessa,Xin Zhao,Ahri,Sivir,Neeko,Sion,Pantheon,Taliyah,Varus,Bard,1
LOLTMNT02_344111,Ornn,Pantheon,Ryze,Corki,Karma,Fiora,Wukong,Orianna,Varus,Neeko,1
LOLTMNT06_166059,Aatrox,Wukong,Azir,Yunara,Nautilus,Volibear,Xin Zhao,Taliyah,Kai'Sa,Rell,1
LOLTMNT05_173067,Rumble,Xin Zhao,Ryze,Varus,Alistar,K'Sante,Vi,Malzahar,Yunara,Braum,1
LOLTMNT03_341184,K'Sante,Wukong,Syndra,Jhin,Rell,Gnar,Xin Zhao,Ryze,Varus,Braum,0
LOLTMNT06_165049,Renekton,Jarvan IV,Galio,Varus,Neeko,Kled,Malphite,Ryze,Zeri,Karma,1
LOLTMNT02_343107,Ambessa,Qiyana,Azir,Ezreal,Leona,Renekton,Jarvan IV,Taliyah,Xayah,Rakan,1
LOLTMNT05_174067,K'Sante,Xin Zhao,Ryze,Kai'Sa,Rakan,Ambessa,Wukong,Taliyah,Yunara,Alistar,0
LOLTMNT05_173071,Ornn,Dr. Mundo,Syndra,Ezreal,Karma,Fiora,Pantheon,Viktor,Caitlyn,Neeko,1
LOLTMNT03_341189,Zaahen,Jarvan IV,Viktor,Yunara,Alistar,Sion,Zyra,Qiyana,Corki,Leona,1
LOLTMNT02_343119,Sion,Jayce,Orianna,Ezreal,Bard,Yorick,Taliyah,Azir,Caitlyn,Leona,1
LOLTMNT05_174076,K'Sante,Vi,Aurora,Varus,Alistar,Rumble,Jarvan IV,Taliyah,Sivir,Lulu,0
LOLTMNT05_174077,Rumble,Wukong,Taliyah,Varus,Nautilus,K'Sante,Ambessa,Syndra,Yunara,Alistar,0
LOLTMNT06_166062,Aurora,Xin Zhao,Orianna,Varus,Nautilus,Irelia,Wukong,Azir,Yunara,Neeko,0
LOLTMNT03_341197,Akali,Nocturne,Mel,Sivir,Braum,Ornn,Ivern,Syndra,Varus,Alistar,1
LOLTMNT05_174083,Sion,Ambessa,Aurora,Varus,Leona,Aatrox,Xin Zhao,Orianna,Corki,Rell,0
LOLTMNT02_343127,Ornn,Jarvan IV,Orianna,Sivir,Braum,Camille,Naafiri,Syndra,Varus,Thresh,0
LOLTMNT05_174086,Rumble,Vi,Taliyah,Ezreal,Leona,Sion,Xin Zhao,Ahri,Caitlyn,Bard,0
LOLTMNT06_166065,Rumble,Vi,Viktor,Caitlyn,Alistar,Gwen,Pantheon,Ryze,Aphelios,Renata Glasc,1
LOLTMNT03_341200,Renekton,Diana,Taliyah,Aphelios,Rell,Yorick,Malphite,Ryze,Yunara,Leona,0
LOLTMNT05_174092,Sion,Pantheon,Taliyah,Corki,Bard,Sett,Lillia,Veigar,Sivir,Nautilus,0
LOLTMNT05_174093,Rumble,Vi,Taliyah,Xayah,Rakan,K'Sante,Wukong,Ryze,Corki,Karma,1
LOLTMNT02_344149,Renekton,Wukong,Ryze,Ezreal,Rakan,Rumble,Jarvan IV,Azir,Yunara,Bard,0
LOLTMNT02_343149,Volibear,Jayce,Sylas,Kai'Sa,Alistar,Ambessa,Nocturne,Aurora,Xayah,Poppy,1
LOLTMNT03_341253,Rek'Sai,Jarvan IV,Orianna,Sivir,Alistar,Sion,Xin Zhao,Azir,Varus,Rakan,0
LOLTMNT02_343151,K'Sante,Xin Zhao,Viktor,Corki,Neeko,Gwen,Pantheon,Syndra,Aphelios,Lulu,0
LOLTMNT03_340232,K'Sante,Wukong,Ahri,Ezreal,Neeko,Aurora,Vi,Taliyah,Corki,Bard,1
13084-13084_game_1,Sion,Pantheon,Azir,Yunara,Braum,Ambessa,Trundle,Orianna,Corki,Alistar,1
LOLTMNT02_343177,K'Sante,Jarvan IV,Taliyah,Varus,Bard,Rumble,Xin Zhao,Yone,Kai'Sa,Neeko,1
LOLTMNT03_341276,Aatrox,Hecarim,Cassiopeia,Aphelios,Rell,Renekton,Trundle,Ryze,Ziggs,Nautilus,0
13084-13084_game_2,Galio,Jarvan IV,Ryze,Varus,Leona,Rumble,Wukong,Akali,Miss Fortune,Rell,0
LOLTMNT02_343178,Zaahen,Pantheon,Ahri,Aphelios,Thresh,Ambessa,Dr. Mundo,LeBlanc,Miss Fortune,Blitzcrank,0
13084-13084_game_3,Renekton,Viego,Syndra,Aphelios,Nautilus,Aurora,Xin Zhao,Cassiopeia,Sivir,Rakan,0
LOLTMNT02_343180,Aatrox,Wukong,Ryze,Yunara,Nautilus,Sion,Lee Sin,Orianna,Corki,Poppy,0
LOLTMNT03_341342,Ambessa,Jarvan IV,Ryze,Corki,Nami,Gwen,Xin Zhao,Anivia,Varus,Bard,0
LOLTMNT03_341348,Rumble,Wukong,Galio,Ashe,Seraphine,Sion,Vi,Syndra,Yunara,Lulu,1
13085-13085_game_1,K'Sante,Vi,Ryze,Miss Fortune,Leona,Rumble,Jarvan IV,Azir,Jhin,Nautilus,0
13085-13085_game_2,Jax,Poppy,Ahri,Sivir,Alistar,Zaahen,Wukong,Taliyah,Varus,Rakan,1
LOLTMNT04_149111,Gnar,Sejuani,Yone,Kai'Sa,Rakan,Volibear,Wukong,Azir,Corki,Braum,1
LOLTMNT01_324576,Ambessa,Jarvan IV,Ryze,Yunara,Nautilus,Rumble,Vi,Taliyah,Tristana,Rakan,0
LOLTMNT04_149122,Sion,Aatrox,Azir,Yunara,Alistar,Rumble,Jarvan IV,Akali,Aphelios,Neeko,1
LOLTMNT01_324588,Rumble,Xin Zhao,Ryze,Yunara,Bard,K'Sante,Wukong,Anivia,Corki,Alistar,1
LOLTMNT04_149134,K'Sante,Dr. Mundo,Ryze,Aphelios,Thresh,Rumble,Wukong,Taliyah,Kalista,Renata Glasc,1
LOLTMNT01_325644,Rumble,Wukong,Ahri,Yunara,Nautilus,K'Sante,Xin Zhao,Orianna,Kai'Sa,Rell,1
LOLTMNT04_149143,Rumble,Jarvan IV,Taliyah,Kai'Sa,Rakan,K'Sante,Xin Zhao,Azir,Ezreal,Karma,1
LOLTMNT01_325655,Aurora,Wukong,Akali,Corki,Bard,Rumble,Nocturne,Orianna,Lucian,Alistar,1
LOLTMNT04_150134,Kled,Pantheon,Ekko,Jinx,Nautilus,Sion,Jarvan IV,Azir,Yunara,Leona,0
LOLTMNT01_324613,Olaf,Pantheon,Taliyah,Yunara,Rakan,Renekton,Jarvan IV,Ryze,Kai'Sa,Alistar,0
LOLTMNT04_149159,K'Sante,Jarvan IV,Azir,Aphelios,Thresh,Rumble,Pantheon,Akali,Corki,Alistar,0
LOLTMNT01_325708,Sion,Xin Zhao,Orianna,Corki,Nami,Renekton,Nidalee,Azir,Sivir,Bard,0
LOLTMNT01_325721,Aurora,Jarvan IV,Taliyah,Varus,Rakan,Rumble,Vi,Yone,Jhin,Tahm Kench,1
LOLTMNT01_325749,Renekton,Pantheon,Taliyah,Kai'Sa,Neeko,K'Sante,Qiyana,Azir,Corki,Alistar,0
LOLTMNT01_325761,Gwen,Vi,Cassiopeia,Lucian,Nami,Ambessa,Wukong,Aurora,Yunara,Rakan,0
LOLTMNT01_324691,Sion,Xin Zhao,Akali,Sivir,Bard,Mordekaiser,Jarvan IV,Viktor,Aphelios,Rell,1
LOLTMNT02_343221,Rumble,Jarvan IV,Akali,Sivir,Poppy,K'Sante,Lee Sin,Orianna,Corki,Alistar,1
LOLTMNT02_344203,Renekton,Wukong,Taliyah,Yunara,Yuumi,Ambessa,Jayce,Ryze,Varus,Rakan,0
LOLTMNT03_341399,Rumble,Nocturne,Taliyah,Varus,Neeko,Jayce,Vi,Ryze,Corki,Nami,0
LOLTMNT02_344204,Gwen,Pantheon,Syndra,Aphelios,Thresh,Aatrox,Nautilus,Viktor,Ezreal,Karma,1
LOLTMNT03_340339,Aurora,Xin Zhao,Yone,Aphelios,Thresh,Sion,Jarvan IV,Syndra,Lucian,Milio,0
